# k, Pcc, Pcchi
5.066461008921268640e-03 1.541205517328037240e+04 1.541205517328037240e+04
5.148867450137492065e-03 1.558390866450089743e+04 1.558390866450089743e+04
5.232614239486661420e-03 1.575691551381846512e+04 1.575691551381846512e+04
5.317723177850971691e-03 1.593003996159793678e+04 1.593003996159793678e+04
5.404216420705914431e-03 1.610425133624281079e+04 1.610425133624281079e+04
5.492116483887789224e-03 1.627847805574006088e+04 1.627847805574006088e+04
5.581446249454961352e-03 1.645371621151554064e+04 1.645371621151554064e+04
5.672228971644543982e-03 1.662886197926228851e+04 1.662886197926228851e+04
5.764488282925879677e-03 1.680493759734427294e+04 1.680493759734427294e+04
5.858248200152535966e-03 1.698080820008317096e+04 1.698080820008317096e+04
5.953533130814370189e-03 1.715752124463422297e+04 1.715752124463422297e+04
6.050367879391217903e-03 1.733391182022107023e+04 1.733391182022107023e+04
6.148777653810022850e-03 1.751105154929545097e+04 1.751105154929545097e+04
6.248788072006894283e-03 1.768774661978264703e+04 1.768774661978264703e+04
6.350425168595961664e-03 1.786509163846532101e+04 1.786509163846532101e+04
6.453715401646701634e-03 1.804186517137902774e+04 1.804186517137902774e+04
6.558685659571428586e-03 1.821918350434344757e+04 1.821918350434344757e+04
6.665363268124913435e-03 1.839579388062349972e+04 1.839579388062349972e+04
6.773775997517751668e-03 1.857283439212758458e+04 1.857283439212758458e+04
6.883952069645496441e-03 1.874901298696955928e+04 1.874901298696955928e+04
6.995920165435374691e-03 1.892549181465365837e+04 1.892549181465365837e+04
7.109709432312431160e-03 1.910094755606537365e+04 1.910094755606537365e+04
7.225349491787214085e-03 1.927656525301333386e+04 1.927656525301333386e+04
7.342870447166765027e-03 1.945099357674877683e+04 1.945099357674877683e+04
7.462302891391107279e-03 1.962543855604276177e+04 1.962543855604276177e+04
7.583677914997191336e-03 1.979852304964150972e+04 1.979852304964150972e+04
7.707027114212295846e-03 1.997147200368989070e+04 1.997147200368989070e+04
7.832382599179196422e-03 2.014288486477391052e+04 2.014288486477391052e+04
7.959777002314986222e-03 2.031400326495334593e+04 2.031400326495334593e+04
8.089243486805938743e-03 2.048340584020957249e+04 2.048340584020957249e+04
8.220815755240539618e-03 2.065234851897245971e+04 2.065234851897245971e+04
8.354528058382862735e-03 2.081938698596143149e+04 2.081938698596143149e+04
8.490415204088745324e-03 2.098579022360119052e+04 2.098579022360119052e+04
8.628512566366895731e-03 2.115007950770142997e+04 2.115007950770142997e+04
8.768856094587426653e-03 2.131353874178453771e+04 2.131353874178453771e+04
8.911482322840200837e-03 2.147466638880886239e+04 2.147466638880886239e+04
9.056428379445292942e-03 2.163475928192864740e+04 2.163475928192864740e+04
9.203731996618219960e-03 2.179229952284743194e+04 2.179229952284743194e+04
9.353431520292386156e-03 2.194859366700284954e+04 2.194859366700284954e+04
9.505565920101190225e-03 2.210211135642705267e+04 2.210211135642705267e+04
9.660174799522644809e-03 2.225416549290937110e+04 2.225416549290937110e+04
9.817298406188839852e-03 2.240321738502228254e+04 2.240321738502228254e+04
9.976977642363200546e-03 2.255058274986363176e+04 2.255058274986363176e+04
1.013925407558815238e-02 2.269471889849449144e+04 2.269471889849449144e+04
1.030416994950587514e-02 2.283694069295245208e+04 2.283694069295245208e+04
1.047176819485520251e-02 2.297569960578044265e+04 2.297569960578044265e+04
1.064209244064724495e-02 2.311230725712815183e+04 2.311230725712815183e+04
1.081518702552288110e-02 2.324518501165254565e+04 2.324518501165254565e+04
1.099109700929497106e-02 2.337564450496816789e+04 2.337564450496816789e+04
1.116986818467822704e-02 2.350209627681412167e+04 2.350209627681412167e+04
1.135154708920999012e-02 2.362584980731200267e+04 2.362584980731200267e+04
1.153618101736478621e-02 2.374531902088057905e+04 2.374531902088057905e+04
1.172381803286598641e-02 2.386180649243026346e+04 2.386180649243026346e+04
1.191450698119776025e-02 2.397373568144238743e+04 2.397373568144238743e+04
1.210829750232039412e-02 2.408239739707021727e+04 2.408239739707021727e+04
1.230524004359261590e-02 2.418623095897930398e+04 2.418623095897930398e+04
1.250538587290391315e-02 2.428651047558186474e+04 2.428651047558186474e+04
1.270878709202058129e-02 2.438169758883997929e+04 2.438169758883997929e+04
1.291549665014883955e-02 2.447304473553449498e+04 2.447304473553449498e+04
1.312556835771842671e-02 2.455903830192210808e+04 2.455903830192210808e+04
1.333905690039058692e-02 2.464090481422226003e+04 2.464090481422226003e+04
1.355601785329368925e-02 2.471713281661242218e+04 2.471713281661242218e+04
1.377650769549053529e-02 2.478892344673495609e+04 2.478892344673495609e+04
1.400058382468097502e-02 2.485478540350841649e+04 2.485478540350841649e+04
1.422830457214351897e-02 2.491589149520036517e+04 2.491589149520036517e+04
1.445972921792019507e-02 2.497079073004447491e+04 2.497079073004447491e+04
1.469491800624817164e-02 2.502062199119821162e+04 2.502062199119821162e+04
1.493393216124251806e-02 2.506398245825355480e+04 2.506398245825355480e+04
1.517683390283405473e-02 2.510197162402045069e+04 2.510197162402045069e+04
1.542368646296627538e-02 2.513324250378960278e+04 2.513324250378960278e+04
1.567455410205595076e-02 2.515884994637310228e+04 2.515884994637310228e+04
1.592950212572123020e-02 2.517751025817642585e+04 2.517751025817642585e+04
1.618859690178197502e-02 2.519022866965076537e+04 2.519022866965076537e+04
1.645190587753662254e-02 2.519578992852610099e+04 2.519578992852610099e+04
1.671949759731989824e-02 2.519514527936756713e+04 2.519514527936756713e+04
1.699144172034625783e-02 2.518713199918796090e+04 2.518713199918796090e+04
1.726780903884355886e-02 2.517264607796429118e+04 2.517264607796429118e+04
1.754867149648150354e-02 2.515058930682211940e+04 2.515058930682211940e+04
1.783410220710007765e-02 2.512180003980822221e+04 2.512180003980822221e+04
1.812417547374237450e-02 2.508526560508404509e+04 2.508526560508404509e+04
1.841896680799710515e-02 2.504176271869779157e+04 2.504176271869779157e+04
1.871855294965579092e-02 2.499037089734526671e+04 2.499037089734526671e+04
1.902301188668943654e-02 2.493180180061520150e+04 2.493180180061520150e+04
1.933242287555045000e-02 2.486523275989690228e+04 2.486523275989690228e+04
1.964686646180446514e-02 2.479130765823269030e+04 2.479130765823269030e+04
1.996642450109793396e-02 2.470930639659545341e+04 2.470930639659545341e+04
2.029118018046677935e-02 2.461980313190153174e+04 2.461980313190153174e+04
2.062121803999142355e-02 2.452218667315143102e+04 2.452218667315143102e+04
2.095662399480432980e-02 2.441696013546582253e+04 2.441696013546582253e+04
2.129748535745520921e-02 2.430367352623097759e+04 2.430367352623097759e+04
2.164389086064020043e-02 2.418275501372819781e+04 2.418275501372819781e+04
2.199593068030074663e-02 2.405391429019374846e+04 2.405391429019374846e+04
2.235369645909794298e-02 2.391750332673763114e+04 2.391750332673763114e+04
2.271728133026905058e-02 2.377334388419032257e+04 2.377334388419032257e+04
2.308677994187169694e-02 2.362171539636542002e+04 2.362171539636542002e+04
2.346228848142262527e-02 2.346254558419546811e+04 2.346254558419546811e+04
2.384390470093720668e-02 2.329604600077947180e+04 2.329604600077947180e+04
2.423172794237598085e-02 2.312224488254361859e+04 2.312224488254361859e+04
2.462585916350546605e-02 2.294129138326843167e+04 2.294129138326843167e+04
2.502640096417919208e-02 2.275330771081368584e+04 2.275330771081368584e+04
2.543345761304648123e-02 2.255838688675850790e+04 2.255838688675850790e+04
2.584713507469563881e-02 2.235674209625176081e+04 2.235674209625176081e+04
2.626754103723835665e-02 2.214841710735041124e+04 2.214841710735041124e+04
2.669478494034320526e-02 2.193388222029300232e+04 2.193388222029300232e+04
2.712897800372467139e-02 2.171313627442414872e+04 2.171313627442414872e+04
2.757023325609582465e-02 2.148693409005933790e+04 2.148693409005933790e+04
2.801866556459195121e-02 2.125523845496620925e+04 2.125523845496620925e+04
2.847439166467244723e-02 2.101883831534781712e+04 2.101883831534781712e+04
2.893753019050950351e-02 2.077767567688851341e+04 2.077767567688851341e+04
2.940820170587063812e-02 2.053253640506217562e+04 2.053253640506217562e+04
2.988652873550382699e-02 2.028335646350625393e+04 2.028335646350625393e+04
3.037263579703311511e-02 2.003089940557228329e+04 2.003089940557228329e+04
3.086664943337274689e-02 1.977510886471414051e+04 1.977510886471414051e+04
3.136869824566876352e-02 1.951670859820127225e+04 1.951670859820127225e+04
3.187891292677645649e-02 1.925566246593072356e+04 1.925566246593072356e+04
3.239742629528195167e-02 1.899264148050728545e+04 1.899264148050728545e+04
3.292437333007768724e-02 1.872764111072588275e+04 1.872764111072588275e+04
3.345989120549974771e-02 1.846149337450939856e+04 1.846149337450939856e+04
3.400411932703705647e-02 1.819424379927627524e+04 1.819424379927627524e+04
3.455719936762139538e-02 1.792700070207185854e+04 1.792700070207185854e+04
3.511927530450727891e-02 1.765988828707719222e+04 1.765988828707719222e+04
3.569049345675229246e-02 1.739385503165159389e+04 1.739385503165159389e+04
3.627100252330647812e-02 1.712911800529086395e+04 1.712911800529086395e+04
3.686095362172157885e-02 1.686640993700552644e+04 1.686640993700552644e+04
3.746050032748993175e-02 1.660604973716785753e+04 1.660604973716785753e+04
3.806979871402283583e-02 1.634855051872961303e+04 1.634855051872961303e+04
3.868900739327975347e-02 1.609433877345089786e+04 1.609433877345089786e+04
3.931828755705769896e-02 1.584370927473957272e+04 1.584370927473957272e+04
3.995780301895269365e-02 1.559719898517480215e+04 1.559719898517480215e+04
4.060772025700365440e-02 1.535489080036817541e+04 1.535489080036817541e+04
4.126820845702951907e-02 1.511743268991655350e+04 1.511743268991655350e+04
4.193943955667186335e-02 1.488471744246532398e+04 1.488471744246532398e+04
4.262158829015324363e-02 1.465750382211284887e+04 1.465750382211284887e+04
4.331483223376398489e-02 1.443550041288829561e+04 1.443550041288829561e+04
4.401935185208874501e-02 1.421957485654545235e+04 1.421957485654545235e+04
4.473533054498463751e-02 1.400925259437986278e+04 1.400925259437986278e+04
4.546295469532399963e-02 1.380550601796993033e+04 1.380550601796993033e+04
4.620241371751312998e-02 1.360769266876663096e+04 1.360769266876663096e+04
4.695390010680058207e-02 1.341688482974484032e+04 1.341688482974484032e+04
4.771760948938745528e-02 1.323220316943947546e+04 1.323220316943947546e+04
4.849374067335232574e-02 1.305480357571720378e+04 1.305480357571720378e+04
4.928249570040513228e-02 1.288320264615089764e+04 1.288320264615089764e+04
5.008407989848211866e-02 1.271856660646990349e+04 1.271856660646990349e+04
5.089870193519679953e-02 1.255925589933717674e+04 1.255925589933717674e+04
5.172657387216018920e-02 1.240641759350449502e+04 1.240641759350449502e+04
5.256791122018424078e-02 1.225840758792903216e+04 1.225840758792903216e+04
5.342293299538351803e-02 1.211634049186964148e+04 1.211634049186964148e+04
5.429186177618942205e-02 1.197824605400620385e+04 1.197824605400620385e+04
5.517492376129123216e-02 1.184513691966573788e+04 1.184513691966573788e+04
5.607234882852032282e-02 1.171504833767324089e+04 1.171504833767324089e+04
5.698437059469142058e-02 1.158886008852510713e+04 1.158886008852510713e+04
5.791122647641758214e-02 1.146445187534602337e+04 1.146445187534602337e+04
5.885315775191450605e-02 1.134250253206983507e+04 1.134250253206983507e+04
5.981040962380938103e-02 1.122089096104171222e+04 1.122089096104171222e+04
6.078323128297230538e-02 1.110003825837032491e+04 1.110003825837032491e+04
6.177187597338494596e-02 1.097807979529928343e+04 1.097807979529928343e+04
6.277660105806499857e-02 1.085515975901262027e+04 1.085515975901262027e+04
6.379766808606282535e-02 1.072970361223177497e+04 1.072970361223177497e+04
6.483534286054720708e-02 1.060156369673323752e+04 1.060156369673323752e+04
6.588989550799949357e-02 1.046941791342705255e+04 1.046941791342705255e+04
6.696160054853221577e-02 1.033280150778679126e+04 1.033280150778679126e+04
6.805073696735206012e-02 1.019101318817303763e+04 1.019101318817303763e+04
6.915758828738524655e-02 1.004332650603117872e+04 1.004332650603117872e+04
7.028244264308346201e-02 9.889672889249945001e+03 9.889672889249945001e+03
7.142559285543126357e-02 9.729143784711657645e+03 9.729143784711657645e+03
7.258733650817252026e-02 9.562112943554491721e+03 9.562112943554491721e+03
7.376797602527729314e-02 9.387550087550613171e+03 9.387550087550613171e+03
7.496781874966876313e-02 9.206617524961768140e+03 9.206617524961768140e+03
7.618717702322991281e-02 9.018337185190219316e+03 9.018337185190219316e+03
7.742636826811269413e-02 8.824294880125360578e+03 8.824294880125360578e+03
7.868571506936851423e-02 8.623700791738099724e+03 8.623700791738099724e+03
7.996554525892346499e-02 8.418453492036082025e+03 8.418453492036082025e+03
8.126619200091944606e-02 8.208104482455286416e+03 8.208104482455286416e+03
8.258799387844263651e-02 7.994971657148808845e+03 7.994971657148808845e+03
8.393129498166364277e-02 7.779187260699780381e+03 7.779187260699780381e+03
8.529644499741025065e-02 7.562803497982271438e+03 7.562803497982271438e+03
8.668379930019773361e-02 7.346651420226565278e+03 7.346651420226565278e+03
8.809371904473990711e-02 7.132205451712748982e+03 7.132205451712748982e+03
8.952657125996392462e-02 6.921056934819978778e+03 6.921056934819978778e+03
9.098272894455558535e-02 6.713952501445012786e+03 6.713952501445012786e+03
9.246257116405742771e-02 6.513276743908835670e+03 6.513276743908835670e+03
9.396648314954690606e-02 6.318811606308453520e+03 6.318811606308453520e+03
9.549485639791965852e-02 6.133697559025558803e+03 6.133697559025558803e+03
9.704808877380305399e-02 5.956463896544843010e+03 5.956463896544843010e+03
9.862658461312820424e-02 5.790850685160938156e+03 5.790850685160938156e+03
1.002307548283864341e-01 5.634125146657852383e+03 5.634125146657852383e+03
1.018610170155975214e-01 5.490399215344070399e+03 5.490399215344070399e+03
1.035177955630176283e-01 5.355801617785916278e+03 5.355801617785916278e+03
1.052015217616159015e-01 5.234535231916051998e+03 5.234535231916051998e+03
1.069126339173477047e-01 5.121763570149530096e+03 5.121763570149530096e+03
1.086515774652537236e-01 5.021442592659301226e+03 5.021442592659301226e+03
1.104188050854160164e-01 4.928165096456215906e+03 4.928165096456215906e+03
1.122147768207980151e-01 4.845307409065871980e+03 4.845307409065871980e+03
1.140399601970032983e-01 4.767288530037656528e+03 4.767288530037656528e+03
1.158948303439811811e-01 4.696583438213734553e+03 4.696583438213734553e+03
1.177798701197118048e-01 4.627949606088144719e+03 4.627949606088144719e+03
1.196955702359042695e-01 4.562705374775360724e+03 4.562705374775360724e+03
1.216424293857368000e-01 4.496590835654085822e+03 4.496590835654085822e+03
1.236209543736769140e-01 4.429670171399521678e+03 4.429670171399521678e+03
1.256316602474121524e-01 4.359176051773547442e+03 4.359176051773547442e+03
1.276750704319264407e-01 4.284001550548718114e+03 4.284001550548718114e+03
1.297517168657586761e-01 4.203437460388478030e+03 4.203437460388478030e+03
1.318621401394748371e-01 4.115588309238204602e+03 4.115588309238204602e+03
1.340068896363950657e-01 4.021669656637784556e+03 4.021669656637784556e+03
1.361865236756082675e-01 3.919514150800534480e+03 3.919514150800534480e+03
1.384016096573130183e-01 3.812174553865021153e+03 3.812174553865021153e+03
1.406527242105236331e-01 3.697953955762992791e+03 3.697953955762992791e+03
1.429404533431760937e-01 3.580804988036537907e+03 3.580804988036537907e+03
1.452653925946781055e-01 3.460176919256487963e+03 3.460176919256487963e+03
1.476281471909390852e-01 3.339579989487929197e+03 3.339579989487929197e+03
1.500293322019216613e-01 3.219975827704522089e+03 3.219975827704522089e+03
1.524695727017572888e-01 3.103552542640680713e+03 3.103552542640680713e+03
1.549495039314631450e-01 2.992897308135410640e+03 2.992897308135410640e+03
1.574697714643086555e-01 2.887879629909108189e+03 2.887879629909108189e+03
1.600310313738701751e-01 2.792362787355285491e+03 2.792362787355285491e+03
1.626339504048190387e-01 2.703693006017549123e+03 2.703693006017549123e+03
1.652792061464893880e-01 2.626347906623436756e+03 2.626347906623436756e+03
1.679674872092652982e-01 2.555557743806405597e+03 2.555557743806405597e+03
1.706994934038407741e-01 2.495589682276010535e+03 2.495589682276010535e+03
1.734759359233932485e-01 2.440401506038910156e+03 2.440401506038910156e+03
1.762975375287203772e-01 2.393209973391699350e+03 2.393209973391699350e+03
1.791650327363899509e-01 2.348150061123190426e+03 2.348150061123190426e+03
1.820791680099462517e-01 2.306875476854458157e+03 2.306875476854458157e+03
1.850407019542302245e-01 2.264751454195120459e+03 2.264751454195120459e+03
1.880504055128583429e-01 2.221662371986206836e+03 2.221662371986206836e+03
1.911090621689136015e-01 2.175301433051511140e+03 2.175301433051511140e+03
1.942174681489024224e-01 2.124111629750613702e+03 2.124111629750613702e+03
1.973764326300255223e-01 2.068968661413124210e+03 2.068968661413124210e+03
2.005867779508233861e-01 2.007941080116041121e+03 2.007941080116041121e+03
2.038493398252464173e-01 1.944306025598063798e+03 1.944306025598063798e+03
2.071649675602066643e-01 1.877032935996087645e+03 1.877032935996087645e+03
2.105345242766703817e-01 1.809691337172826934e+03 1.809691337172826934e+03
2.139588871343421350e-01 1.742921820470599641e+03 1.742921820470599641e+03
2.174389475600079780e-01 1.678482406955303077e+03 1.678482406955303077e+03
2.209756114795903281e-01 1.618595577021775853e+03 1.618595577021775853e+03
2.245697995539771563e-01 1.562485644661182050e+03 1.562485644661182050e+03
2.282224474186896057e-01 1.513318801338188223e+03 1.513318801338188223e+03
2.319345059274427467e-01 1.467968708250152076e+03 1.467968708250152076e+03
2.357069413996727703e-01 1.429579660962066555e+03 1.429579660962066555e+03
2.395407358720879343e-01 1.393552245891133452e+03 1.393552245891133452e+03
2.434368873543112932e-01 1.361961253822085837e+03 1.361961253822085837e+03
2.473964100886811845e-01 1.330517087843837089e+03 1.330517087843837089e+03
2.514203348142796668e-01 1.299682237424567575e+03 1.299682237424567575e+03
2.555097090352507205e-01 1.267367067615499082e+03 1.267367067615499082e+03
2.596655972934872603e-01 1.232851534060553604e+03 1.232851534060553604e+03
2.638890814457512946e-01 1.196598744766412437e+03 1.196598744766412437e+03
2.681812609453012586e-01 1.157726973001451142e+03 1.157726973001451142e+03
2.725432531281027360e-01 1.118265157929908582e+03 1.118265157929908582e+03
2.769761935036890721e-01 1.078234969894118422e+03 1.078234969894118422e+03
2.814812360507581435e-01 1.039329393414086553e+03 1.039329393414086553e+03
2.860595535175744497e-01 1.002908925505595562e+03 1.002908925505595562e+03
2.907123377272575193e-01 9.685681985000416034e+02 9.685681985000416034e+02
2.954407998880379527e-01 9.384016254617403092e+02 9.384016254617403092e+02
3.002461709085549324e-01 9.099285015171328723e+02 9.099285015171328723e+02
3.051297017182870719e-01 8.848943535998848802e+02 8.848943535998848802e+02
3.100926635931929853e-01 8.603862536519025070e+02 8.603862536519025070e+02
3.151363484866475662e-01 8.371613908355709555e+02 8.371613908355709555e+02
3.202620693657650119e-01 8.134293581390801364e+02 8.134293581390801364e+02
3.254711605531848129e-01 7.890760467578319322e+02 7.890760467578319322e+02
3.307649780744242318e-01 7.641409401733141067e+02 7.641409401733141067e+02
3.361449000108768237e-01 7.384597222579333220e+02 7.384597222579333220e+02
3.416123268585524730e-01 7.129693388113790888e+02 7.129693388113790888e+02
3.471686818926559281e-01 6.881902139494563926e+02 6.881902139494563926e+02
3.528154115380882638e-01 6.643187215541072419e+02 6.643187215541072419e+02
3.585539857459817403e-01 6.425052266152105176e+02 6.425052266152105176e+02
3.643858983763548220e-01 6.215939169041486139e+02 6.215939169041486139e+02
3.703126675869923279e-01 6.027093216612549895e+02 6.027093216612549895e+02
3.763358362286532977e-01 5.841283013481968283e+02 5.841283013481968283e+02
3.824569722466998889e-01 5.664052486059042621e+02 5.664052486059042621e+02
3.886776690892667641e-01 5.485602364836918241e+02 5.485602364836918241e+02
3.949995461220646709e-01 5.307437136073251622e+02 5.307437136073251622e+02
4.014242490499317362e-01 5.129288989779164467e+02 5.129288989779164467e+02
4.079534503452448835e-01 4.953879815289310500e+02 4.953879815289310500e+02
4.145888496832911274e-01 4.782245016353073197e+02 4.782245016353073197e+02
4.213321743847288636e-01 4.620748503883988292e+02 4.620748503883988292e+02
4.281851798652415164e-01 4.463802331361492293e+02 4.463802331361492293e+02
4.351496500925045030e-01 4.318431424317242886e+02 4.318431424317242886e+02
4.422273980505896929e-01 4.175567456554174441e+02 4.175567456554174441e+02
4.494202662119142211e-01 4.040055405588299777e+02 4.040055405588299777e+02
4.567301270168746541e-01 3.905100327274023471e+02 3.905100327274023471e+02
4.641588833612781961e-01 3.773483782386907137e+02 3.773483782386907137e+02
4.717084690917012768e-01 3.643072735424835287e+02 3.643072735424835287e+02
4.793808495089106891e-01 3.517307600268870260e+02 3.517307600268870260e+02
4.871780218794631301e-01 3.394048372802534459e+02 3.394048372802534459e+02
4.951020159556351330e-01 3.278072299423616300e+02 3.278072299423616300e+02
5.031548945038056830e-01 3.164325901637175207e+02 3.164325901637175207e+02
5.113387538414321254e-01 3.057205298780197609e+02 3.057205298780197609e+02
5.196557243827657491e-01 2.951098346319619168e+02 2.951098346319619168e+02
5.281079711934330012e-01 2.848992622688987808e+02 2.848992622688987808e+02
5.366976945540475885e-01 2.748088365202727914e+02 2.748088365202727914e+02
5.454271305329836395e-01 2.651545275177015242e+02 2.651545275177015242e+02
5.542985515684663023e-01 2.556523432673291438e+02 2.556523432673291438e+02
5.633142670601352098e-01 2.466498938036413620e+02 2.466498938036413620e+02
5.724766239702178128e-01 2.377848848883013488e+02 2.377848848883013488e+02
5.817880074344934371e-01 2.293820011881086316e+02 2.293820011881086316e+02
5.912508413831880638e-01 2.210758810324010142e+02 2.210758810324010142e+02
6.008675891719680306e-01 2.131378801339288032e+02 2.131378801339288032e+02
6.106407542232036301e-01 2.053060749037521191e+02 2.053060749037521191e+02
6.205728806776500406e-01 1.978588483346881617e+02 1.978588483346881617e+02
6.306665540567405470e-01 1.905177132436187151e+02 1.905177132436187151e+02
6.409244019356457045e-01 1.835561511470190226e+02 1.835561511470190226e+02
6.513490946272796345e-01 1.766829933850638099e+02 1.766829933850638099e+02
6.619433458774387491e-01 1.701449738131524896e+02 1.701449738131524896e+02
6.727099135712336642e-01 1.636891948567542272e+02 1.636891948567542272e+02
6.836516004510237998e-01 1.575503343715630535e+02 1.575503343715630535e+02
6.947712548460239779e-01 1.514919367617271178e+02 1.514919367617271178e+02
7.060717714137765277e-01 1.457422180113039758e+02 1.457422180113039758e+02
7.175560918936921828e-01 1.400671169837748948e+02 1.400671169837748948e+02
7.292272058728312967e-01 1.346830236404843504e+02 1.346830236404843504e+02
7.410881515641569717e-01 1.293670056256637224e+02 1.293670056256637224e+02
7.531420165974376246e-01 1.243227298884696523e+02 1.243227298884696523e+02
7.653919388230155940e-01 1.193416543279316215e+02 1.192210628379518340e+02
7.778411071286481793e-01 1.146170124707374072e+02 1.144945989026893329e+02
7.904927622696419354e-01 1.099517464939482210e+02 1.098275221635393706e+02
8.033501977124734017e-01 1.055301126890169741e+02 1.054040834172949133e+02
8.164167604921471755e-01 1.011643343634299015e+02 1.010366782932458705e+02
8.296958520834915030e-01 9.703011831647853569e+01 9.690061881913662489e+01
8.431909292866250905e-01 9.294854030493634411e+01 9.281743499374346129e+01
8.569055051268347212e-01 8.908719258089834625e+01 8.895446165710521313e+01
8.708431497690723999e-01 8.527547747831974334e+01 8.514112452806978126e+01
8.850074914473438081e-01 8.167318524626790577e+01 8.153721630416632138e+01
8.994022174092053401e-01 7.811771089141225843e+01 7.798038710772716797e+01
9.140310748756222958e-01 7.476133179668812545e+01 7.462238348917129827e+01
9.288978720164496883e-01 7.144989380801092693e+01 7.130960241787541065e+01
9.440064789417602631e-01 6.832956190723237455e+01 6.818793285699764795e+01
9.593608287093147169e-01 6.525308469591145411e+01 6.511012667516483532e+01
9.749649183484097037e-01 6.236169145855466667e+01 6.221738381001319595e+01
9.908228099003787426e-01 5.951270378568894870e+01 5.936735584816506872e+01
1.006938631476027135e+00 5.684182921432733337e+01 5.669514935517159415e+01
1.023316578330244919e+00 5.421157113628126467e+01 5.406384284407799612e+01
1.039960913954120381e+00 5.175157458112343534e+01 5.160276499911717707e+01
1.056875971184805030e+00 4.933022243634707849e+01 4.918040615080737155e+01
1.074066153333432139e+00 4.707081467221996007e+01 4.691988787975896003e+01
1.091535935331391149e+00 4.484896877685762462e+01 4.469726205966244237e+01
1.109289864895222744e+00 4.278308422669859112e+01 4.263029451973525852e+01
1.127332563710487179e+00 4.075402537042509010e+01 4.060040299493896043e+01
1.145668728634872569e+00 3.887584411833299924e+01 3.872128400432767847e+01
1.164303132920875505e+00 3.703312589460985293e+01 3.687774269135412197e+01
1.183240627458377991e+00 3.533451830593026699e+01 3.517807333097118772e+01
1.202486142037412220e+00 3.366955006374828230e+01 3.351236083224205942e+01
1.222044686631488686e+00 3.214070193307178869e+01 3.198241009755828657e+01
1.241921352701784498e+00 3.064337838053551977e+01 3.048416906354567502e+01
1.262121314522546056e+00 2.927343597082933613e+01 2.911310733329377953e+01
1.282649830528059809e+00 2.793274968120214652e+01 2.777143079990979757e+01
1.303512244681508836e+00 2.671034594629879422e+01 2.654765911505307940e+01
1.324713987866117382e+00 2.551404320594720687e+01 2.535027370895525323e+01
1.346260579298911075e+00 2.442455121511657268e+01 2.425930732318055760e+01
1.368157627967470313e+00 2.335619185406596543e+01 2.318959481030294256e+01
1.390410834090069603e+00 2.237824174708018887e+01 2.221007517406216891e+01
1.413025990599533488e+00 2.141707134370706811e+01 2.124751106965304714e+01
1.436008984651260700e+00 2.053188136981659895e+01 2.036055816023088738e+01
1.459365799155757815e+00 1.965998156240994277e+01 1.948720749976753552e+01
1.483102514336102962e+00 1.885231026437747559e+01 1.867784480628361266e+01
1.507225309310755490e+00 1.805513871076625065e+01 1.787909617369863113e+01
1.531740463702079724e+00 1.731263641860804725e+01 1.713491532721888433e+01
1.556654359271061994e+00 1.657841600316515596e+01 1.639928906112065832e+01
1.581973481578601515e+00 1.589111999950628373e+01 1.571028445348234648e+01
1.607704421673821882e+00 1.521036203973364564e+01 1.502819500066462055e+01
1.633853877809860355e+00 1.457029924278995381e+01 1.438671867818851879e+01
1.660428657187529522e+00 1.393571523688473057e+01 1.375086120055209093e+01
1.687435677727375571e+00 1.333772928008435521e+01 1.315159987012165921e+01
1.714881969870540868e+00 1.274530467108562171e+01 1.255828384284359345e+01
1.742774678408917310e+00 1.218886730799635387e+01 1.200064782037399347e+01
1.771121064345086760e+00 1.163814647898531618e+01 1.144915556080905361e+01
1.799928506782476401e+00 1.112300921452059832e+01 1.093318258429537160e+01
1.829204504846293711e+00 1.061359947265237125e+01 1.042306720833922640e+01
1.858956679635688225e+00 1.013891001593329833e+01 9.947588035956028918e+00
1.889192776207664348e+00 9.669844741559989743e+00 9.478175395779926404e+00
1.919920665593283005e+00 9.234275351320968994e+00 9.041839220714424030e+00
1.951148346846616422e+00 8.804139291110804066e+00 8.611369390923851341e+00
1.982883949127071554e+00 8.406002941722476862e+00 8.212759325791893161e+00
2.015135733815558439e+00 8.013045064554216168e+00 7.819491372496541359e+00
2.047912096665083226e+00 7.650398108900883898e+00 7.456333884502423182e+00
2.081221569986337006e+00 7.292590598694165038e+00 7.098457951423377210e+00
2.115072824868794665e+00 6.963152168312954693e+00 6.768509038070832595e+00
2.149474673437980154e+00 6.638015866154099776e+00 6.443253165097081236e+00
2.184436071149428393e+00 6.338689806480137356e+00 6.143614654443021017e+00
2.219966119119952452e+00 6.043134565654474599e+00 5.847970677995612654e+00
2.256074066496859043e+00 5.770893155242553085e+00 5.575378935733792396e+00
2.292769312865648779e+00 5.501961372871772227e+00 5.306547903852916193e+00
2.330061410696924629e+00 5.254123288210205800e+00 5.058428229773473284e+00
2.367960067833078330e+00 5.009194068073626660e+00 4.813581915669524314e+00
2.406475150015421782e+00 4.783380659611775165e+00 4.587668568519956303e+00
2.445616683452443763e+00 4.560127471832785773e+00 4.364603793358152295e+00
2.485394857429798154e+00 4.354224874994889305e+00 4.158602886999196890e+00
2.525820026962784404e+00 4.150578861586746271e+00 3.955320747774959234e+00
2.566902715491951703e+00 3.962705196526161711e+00 3.767488262041613023e+00
2.608653617622550325e+00 3.776827221446431793e+00 3.581996018877757315e+00
