# k, dcdc13, dcdc13_EdS, dcTc13, dcTc13_EdS, dcdx13, dcdx13_EdS, dcTx13, dcTx13_EdS, dxdx13, dxdx13_EdS, PL_cc, TL_x, dcdx13_IR 
0.25842 -699.16 -698.93 -782.85 -783.49 -275.93 -295.9 -414.02 -467.59 -108.36 -125.27 620.96 0.42336 -342.24
0.26954 -704.98 -704.81 -785.28 -785.86 -259.91 -277.89 -395.64 -444.64 -95.399 -109.56 572.56 0.39427 -319.71
0.28113 -700.23 -699.88 -776 -776.37 -240.3 -256 -371.12 -414.91 -82.135 -93.64 520.03 0.36578 -293.03
0.29322 -696.27 -696.3 -767.97 -768.53 -221.46 -235.18 -347.14 -386.07 -70.2 -79.434 473.15 0.33776 -267.85
0.30584 -701.49 -701.39 -769.98 -770.42 -206.01 -217.95 -327.7 -362.45 -60.319 -67.725 435.96 0.31074 -247.01
0.31899 -712.25 -712.04 -778.14 -778.47 -192.3 -202.57 -310.44 -341.27 -51.793 -57.628 404.92 0.28449 -228.49
0.33272 -717.39 -717.54 -780.44 -780.98 -177.34 -186.16 -290.58 -317.74 -43.749 -48.295 373.36 0.25944 -209.01
0.34703 -715.14 -714.95 -774.56 -774.8 -161.11 -168.31 -267.83 -290.97 -36.238 -39.624 340.44 0.23542 -188.13
0.36196 -712.06 -712 -768.15 -768.39 -145.65 -151.61 -245.59 -265.39 -29.757 -32.283 310.28 0.21294 -168.73
0.37753 -716.64 -716.34 -770.08 -769.99 -132.46 -137.25 -226.5 -243.24 -24.46 -26.297 285.77 0.1916 -152.1
0.39377 -720.92 -720.42 -771.5 -771.4 -119.93 -123.76 -207.86 -221.99 -19.939 -21.262 263.07 0.1718 -136.6
0.41071 -719.19 -718.97 -766.89 -766.99 -107.18 -110.2 -188.21 -199.94 -15.967 -16.892 240.41 0.15328 -121.15
0.42837 -717.1 -717.04 -762.12 -762.23 -95.411 -97.794 -169.6 -179.39 -12.691 -13.338 219.54 0.13639 -107.1
0.4468 -718.38 -717.97 -760.72 -760.6 -84.927 -86.705 -152.77 -160.72 -10.039 -10.471 201.31 0.12076 -94.596
0.46602 -718.37 -718.01 -758.27 -758.15 -75.168 -76.503 -136.75 -143.23 -7.8652 -8.1514 184.38 0.10655 -83.165
0.48607 -715.56 -715.46 -753.11 -753.11 -66.049 -67.09 -121.44 -126.78 -6.0968 -6.2912 168.29 0.093772 -72.681
0.50697 -714.19 -713.94 -749.39 -749.25 -57.9 -58.649 -107.51 -111.78 -4.6943 -4.8179 153.86 0.082148 -63.322
0.52878 -712.77 -712.44 -745.71 -745.53 -50.585 -51.134 -94.805 -98.232 -3.5904 -3.67 140.67 0.071773 -55.03
0.55153 -709.24 -709.1 -739.97 -740 -43.919 -44.337 -83.01 -85.803 -2.72 -2.7723 128.3 0.062526 -47.566
0.57525 -706.95 -706.62 -735.75 -735.47 -38.075 -38.388 -72.546 -74.783 -2.0509 -2.0855 117.17 0.054326 -41.059
0.6 -703.85 -703.66 -730.68 -730.57 -32.867 -33.11 -63.07 -64.881 -1.5349 -1.558 106.94 0.047054 -35.311
