# k, dcdc22, dcdc22_EdS, dcTc22, dcTc22_EdS, dcdx22, dcdx22_EdS, dcTx22, dcTx22_EdS, dxdx22, dxdx22_EdS, PL_cc, TL_x 
0.1113 590.07 590.35 514.47 514.39 537 521 496.35 490.53 490.46 459.8 2603.5 0.88253
0.11609 611.36 611.66 534.44 534.36 549.97 531.95 512.72 506.06 496.74 462.63 2486.1 0.86969
0.12108 633.15 633.54 554.73 554.67 562.51 542.16 528.71 521.22 501.97 463.96 2385.6 0.85576
0.12629 654.74 655.54 574.91 575.3 573.63 551.08 543.88 535.83 505.02 463.28 2285.4 0.84066
0.13172 677.67 678.21 596.29 596.27 584.68 559.1 559.35 549.84 507.17 460.92 2170.2 0.82438
0.13739 700.58 701.06 617.48 617.61 594.57 565.71 573.76 563.16 507.59 456.49 2032.2 0.80693
0.1433 722.6 723.55 638.39 638.64 602.01 570.35 586.4 575.05 504.73 449.58 1871 0.78826
0.14947 743.78 744.95 658.35 658.77 606.92 572.35 597.38 584.82 498.73 439.74 1700.8 0.76831
0.1559 762.99 764.23 676.88 677.31 608.5 571 605.09 591.84 489.06 426.63 1537.5 0.74716
0.1626 780.13 781.59 693.64 694.34 606.92 566.56 610.33 596.15 476.18 410.69 1400 0.72489
0.1696 796.55 796.86 709.8 709.54 603.01 558.9 614.12 597.36 460.78 392 1295.2 0.70138
0.17689 809.94 811.8 723.59 724.33 595.03 549.41 614.69 596.67 441.59 371.83 1218 0.67678
0.1845 825.22 826.09 738.43 738.62 586.41 537.92 613.49 593.97 421.29 350.27 1157.7 0.65116
0.19244 838.9 840.63 752.07 752.84 574.69 525.06 608.7 589.51 398.38 327.95 1096.6 0.6246
0.20072 854.55 855.04 767.39 767.21 562.57 510.66 604.2 583.47 375.08 304.98 1021.8 0.59723
0.20935 866.7 868.56 779.84 780.87 546.53 494.3 595.45 575.03 349.33 281.31 933.17 0.5691
0.21835 877.93 879.84 791.56 792.37 528.31 475.51 583.23 563.32 322.53 256.99 843.4 0.54045
0.22775 887.85 889.58 801.76 802.68 507.99 454.86 568.21 549.09 295.16 232.58 766.09 0.51133
0.23754 895.66 897.47 810.49 811.38 485.2 432.64 550.86 532.38 267.13 208.56 706.85 0.48206
0.24776 903.13 904.89 818.54 819.61 461.31 409.55 531.33 513.78 239.72 185.36 663.13 0.4526
0.25842 910.2 911.38 826.88 826.88 436.55 385.84 510.06 493.49 213.15 163.35 620.96 0.42336
0.26954 915.95 918.5 833.4 834.76 410.44 362.14 486.31 472.31 187.34 142.78 572.56 0.39427
0.28113 921.92 923.51 839.91 840.71 383.97 337.8 461.35 449.3 163 123.56 520.03 0.36578
0.29322 923.95 927.24 843.51 845.64 356.16 313.18 434.11 424.81 140 105.78 473.15 0.33776
0.30584 926.89 929.11 847.75 848.85 329.03 288.71 406.62 399.35 119.12 89.714 435.96 0.31074
0.31899 929.28 931.17 851.14 852.19 302.15 264.91 378.32 373.6 100.21 75.364 404.92 0.28449
0.33272 930.16 932 853.26 854.43 275.65 241.79 349.69 347.62 83.31 62.73 373.36 0.25944
0.34703 930.99 932.27 855.46 856.15 250.13 219.47 321.3 321.51 68.525 51.668 340.44 0.23542
0.36196 929.99 931.42 855.94 856.88 225.38 198.33 293.08 295.96 55.663 42.232 310.28 0.21294
0.37753 927.55 929.16 855.44 856.36 201.71 178.03 265.44 270.52 44.673 34.11 285.77 0.1916
0.39377 925.01 926.48 854.55 855.24 179.61 159.16 239.06 246.12 35.487 27.344 263.07 0.1718
0.41071 922.18 923.62 853.38 854.08 159.07 141.57 214.05 222.65 27.89 21.701 240.41 0.15328
0.42837 918.78 919.2 851.28 851.51 140.14 125.37 190.55 200.4 21.701 17.098 219.54 0.13639
0.4468 914.34 915.52 848.6 849.37 122.75 110.56 168.65 179.48 16.708 13.352 201.31 0.12076
0.46602 909.61 910.09 845.67 845.75 107.02 96.969 148.55 159.78 12.748 10.332 184.38 0.10655
0.48607 902.62 904.54 840.77 842.01 92.684 84.821 130.02 141.74 9.6207 7.9538 168.29 0.093772
0.50697 897.02 897.89 836.66 837.25 80.09 73.76 113.56 124.9 7.2182 6.0593 153.86 0.082148
0.52878 889.24 890.88 831.03 832.12 68.79 63.941 98.631 109.64 5.3635 4.5893 140.67 0.071773
0.55153 882.22 883.38 825.64 826.42 58.946 55.234 85.494 95.823 3.9643 3.4536 128.3 0.062526
0.57525 874.75 875.63 819.84 820.44 50.343 47.57 73.86 83.423 2.9127 2.5843 117.17 0.054326
0.6 874.75 875.63 819.84 820.44 50.343 47.57 73.86 83.423 2.9127 2.5843 117.17 0.054326
