# k, dcdc22, dcdc22_EdS, dcTc22, dcTc22_EdS, dcdx22, dcdx22_EdS, dcTx22, dcTx22_EdS, dxdx22, dxdx22_EdS, PL_cc, TL_x 
0.1626 406.97 407.62 360.42 359.62 260.53 261.81 279.27 303.24 167.21 168.16 877.18 0.6423
0.1696 410.75 411.34 364.46 363.6 256.68 258.7 277.39 302.81 160.82 162.7 813.92 0.62892
0.17689 414.35 415.2 368.3 367.54 252.36 255.47 275.33 302.06 154.09 157.18 768.58 0.61528
0.1845 418.31 418.44 372.34 371.05 248.46 251.68 273.28 300.72 147.97 151.38 730.89 0.60147
0.19244 422.47 423.08 376.52 375.58 244.17 248.54 270.64 299.95 141.5 146.01 687.37 0.58747
0.20072 426.52 426.84 380.58 379.61 239.75 244.71 267.94 298.52 135.11 140.29 632.25 0.57331
0.20935 429.45 430.03 383.63 382.75 234.31 240.38 264.03 296.12 128.16 134.37 569.32 0.55899
0.21835 430.97 431.64 385.5 384.68 228.17 235.04 259.3 292.57 121.11 127.99 510.41 0.54454
0.22775 431.57 432.48 386.62 386.15 221.45 229.22 253.76 288.48 113.93 121.49 463.32 0.53001
0.23754 431.61 432.52 387.18 386.82 214.29 222.9 247.61 283.58 106.67 114.87 429.24 0.51536
0.24776 431.91 432.62 388.03 387.34 207.28 216.6 241.57 278.42 99.73 108.45 402.9 0.50067
0.25842 432.29 432.74 388.82 387.98 200.3 210.28 235.31 273.16 93.042 102.18 374.45 0.48592
0.26954 432.29 432.91 389.25 388.72 193.11 203.96 228.66 267.82 86.474 96.096 340.96 0.47114
0.28113 431.25 432 388.77 388.33 185.46 197.15 221.39 261.57 79.949 89.976 306.83 0.45637
0.29322 429.43 430.25 387.65 387.35 177.59 190 213.74 254.81 73.617 83.909 278.98 0.44162
0.30584 427.41 427.64 386.3 385.42 169.82 182.56 206.11 247.37 67.635 77.938 257.49 0.42691
0.31899 425.33 425.96 384.93 384.51 162.15 175.62 198.36 240.54 61.962 72.404 238.28 0.41228
0.33272 423.1 423.97 383.32 383.14 154.54 168.61 190.53 233.34 56.574 67.056 217.57 0.3977
0.34703 420.22 421.02 381.15 380.95 146.84 161.38 182.39 225.66 51.426 61.857 196.93 0.3833
0.36196 416.92 417.63 378.61 378.34 139.21 154.11 174.26 217.71 46.582 56.865 179.23 0.369
0.37753 413.33 413.98 375.81 375.62 131.71 146.91 166.16 209.74 42.059 52.133 164.76 0.35487
0.39377 409.97 410.53 373.15 372.87 124.53 139.96 158.25 201.82 37.902 47.718 150.69 0.34093
0.41071 405.91 406.26 369.92 369.54 117.38 132.91 150.24 193.65 34.007 43.483 136.8 0.32716
0.42837 401.83 402.15 366.57 366.29 110.45 126.12 142.37 185.61 30.415 39.55 124.55 0.3136
0.4468 397.44 397.65 362.97 362.63 103.72 119.42 134.63 177.51 27.114 35.865 113.85 0.30032
0.46602 392.86 393.47 359.24 359.19 97.216 113.03 127.04 169.64 24.097 32.47 103.69 0.28727
0.48607 388.25 389.23 355.38 355.7 90.981 106.83 119.66 161.86 21.355 29.319 94.201 0.27445
0.50697 383.37 383.32 351.31 350.83 84.972 100.41 112.46 153.62 18.862 26.3 85.857 0.26194
0.52878 378.45 378.97 347.16 347.18 79.24 94.651 105.5 146.14 16.615 23.64 78.141 0.24976
0.55153 373.31 373.57 342.85 342.64 73.748 88.875 98.766 138.49 14.589 21.144 70.958 0.23791
0.57525 368.19 368.26 338.5 338.23 68.549 83.364 92.306 131.1 12.779 18.871 64.579 0.22637
0.6 362.92 362.84 334.02 333.55 63.601 78.062 86.087 123.83 11.159 16.794 58.702 0.21514
